[2025-09-05 08:15:09,993][midst_toolkit][INFO] - Running data processing pipeline...
[2025-09-05 08:15:11,954][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_1/trans.csv
[2025-09-05 08:15:11,961][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_2/trans.csv
[2025-09-05 08:15:11,969][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_3/trans.csv
[2025-09-05 08:15:11,976][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_4/trans.csv
[2025-09-05 08:15:11,987][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_5/trans.csv
[2025-09-05 08:15:11,995][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_6/trans.csv
[2025-09-05 08:15:12,004][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_7/trans.csv
[2025-09-05 08:15:12,012][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_8/trans.csv
[2025-09-05 08:15:12,021][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_9/trans.csv
[2025-09-05 08:15:12,029][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_10/trans.csv
[2025-09-05 08:15:12,036][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_11/trans.csv
[2025-09-05 08:15:12,045][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_12/trans.csv
[2025-09-05 08:15:12,053][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_13/trans.csv
[2025-09-05 08:15:12,062][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_14/trans.csv
[2025-09-05 08:15:12,070][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_15/trans.csv
[2025-09-05 08:15:12,079][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_16/trans.csv
[2025-09-05 08:15:12,089][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_17/trans.csv
[2025-09-05 08:15:12,098][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_18/trans.csv
[2025-09-05 08:15:12,107][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_19/trans.csv
[2025-09-05 08:15:12,116][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_20/trans.csv
[2025-09-05 08:15:12,125][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_21/trans.csv
[2025-09-05 08:15:12,135][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_22/trans.csv
[2025-09-05 08:15:12,147][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_23/trans.csv
[2025-09-05 08:15:12,158][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_24/trans.csv
[2025-09-05 08:15:12,167][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_25/trans.csv
[2025-09-05 08:15:12,178][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_26/trans.csv
[2025-09-05 08:15:12,188][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_27/trans.csv
[2025-09-05 08:15:12,198][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_28/trans.csv
[2025-09-05 08:15:12,208][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_29/trans.csv
[2025-09-05 08:15:12,217][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_white_box/train/clavaddpm_30/trans.csv
[2025-09-05 08:15:12,726][midst_toolkit][WARNING] - File examples/ensemble_attack_example/data/population_data/population_all.csv already exists and will be overwritten.
[2025-09-05 08:15:14,177][midst_toolkit][INFO] - DataFrame saved to examples/ensemble_attack_example/data/population_data/population_all.csv
[2025-09-05 08:15:14,177][midst_toolkit][WARNING] - File examples/ensemble_attack_example/data/population_data/population_all_no_id.csv already exists and will be overwritten.
[2025-09-05 08:15:15,369][midst_toolkit][INFO] - DataFrame saved to examples/ensemble_attack_example/data/population_data/population_all_no_id.csv
